mouse_ensembl_id,mouse_entrez_id,mouse_symbol,human_symbol,human_entrez_id
ENSMUSG00000108770,NA,NA,NA,NA
ENSMUSG00000108771,NA,NA,NA,NA
ENSMUSG00000108772,NA,NA,NA,NA
ENSMUSG00000108774,NA,NA,NA,NA
ENSMUSG00000108776,NA,NA,NA,NA
ENSMUSG00000108777,NA,NA,NA,NA
ENSMUSG00000108778,NA,NA,NA,NA
ENSMUSG00000108780,NA,NA,NA,NA
ENSMUSG00000108782,NA,NA,NA,NA
ENSMUSG00000108783,NA,NA,NA,NA
ENSMUSG00000108784,NA,NA,NA,NA
ENSMUSG00000108786,666823,Gm8309,NA,NA
ENSMUSG00000108787,NA,NA,NA,NA
ENSMUSG00000108790,NA,NA,NA,NA
ENSMUSG00000108791,NA,NA,NA,NA
ENSMUSG00000108794,NA,NA,NA,NA
ENSMUSG00000108795,NA,NA,NA,NA
ENSMUSG00000108796,NA,NA,NA,NA
ENSMUSG00000108798,671190,Gm9521,NA,NA
ENSMUSG00000108799,NA,NA,NA,NA
ENSMUSG00000108800,75451,1700011C11Rik,NA,NA
ENSMUSG00000108801,105243058,Gm39090,NA,NA
ENSMUSG00000108802,NA,NA,NA,NA
ENSMUSG00000108803,75205,4930533N22Rik,NA,NA
ENSMUSG00000108804,NA,NA,NA,NA
ENSMUSG00000108806,NA,NA,NA,NA
ENSMUSG00000108807,NA,NA,NA,NA
ENSMUSG00000108808,NA,NA,NA,NA
ENSMUSG00000108810,NA,NA,NA,NA
ENSMUSG00000108811,NA,NA,NA,NA
ENSMUSG00000108812,NA,NA,NA,NA
ENSMUSG00000108814,NA,NA,NA,NA
ENSMUSG00000108816,621477,Gm6230,NA,NA
ENSMUSG00000108818,NA,NA,NA,NA
ENSMUSG00000108819,NA,NA,NA,NA
ENSMUSG00000108820,NA,NA,NA,NA
ENSMUSG00000108821,NA,NA,NA,NA
ENSMUSG00000108822,NA,NA,NA,NA
ENSMUSG00000108823,100418037,Gm18959,NA,NA
ENSMUSG00000108825,NA,NA,NA,NA
ENSMUSG00000108826,NA,NA,NA,NA
ENSMUSG00000108827,258441,Or4f6,OR4F6,390648
ENSMUSG00000108828,NA,NA,NA,NA
ENSMUSG00000108830,NA,NA,NA,NA
ENSMUSG00000108831,100534347,Gm7957,NA,NA
ENSMUSG00000108832,NA,NA,NA,NA
ENSMUSG00000108833,100416078,Gm17909,NA,NA
ENSMUSG00000108836,NA,NA,NA,NA
ENSMUSG00000108839,NA,NA,NA,NA
ENSMUSG00000108840,384524,Gm5320,NA,NA
ENSMUSG00000108841,268729,Frmpd2,FRMPD2,143162
ENSMUSG00000108842,NA,NA,NA,NA
ENSMUSG00000108844,NA,NA,NA,NA
ENSMUSG00000108846,NA,NA,NA,NA
ENSMUSG00000108847,NA,NA,NA,NA
ENSMUSG00000108848,71249,4933430N04Rik,NA,NA
ENSMUSG00000108849,102638626,Gm35147,NA,NA
ENSMUSG00000108850,NA,NA,NA,NA
ENSMUSG00000108851,NA,NA,NA,NA
ENSMUSG00000108852,NA,NA,NA,NA
ENSMUSG00000108854,NA,NA,NA,NA
ENSMUSG00000108855,NA,NA,NA,NA
ENSMUSG00000108857,NA,NA,NA,NA
ENSMUSG00000108858,NA,NA,NA,NA
ENSMUSG00000108859,NA,NA,NA,NA
ENSMUSG00000108860,NA,NA,NA,NA
ENSMUSG00000108861,NA,NA,NA,NA
ENSMUSG00000108864,NA,NA,NA,NA
ENSMUSG00000108865,NA,NA,NA,NA
ENSMUSG00000108866,NA,NA,NA,NA
ENSMUSG00000108867,NA,NA,NA,NA
ENSMUSG00000108868,102635543,Gm32850,NA,NA
ENSMUSG00000108869,NA,NA,NA,NA
ENSMUSG00000108870,NA,NA,NA,NA
ENSMUSG00000108871,NA,NA,NA,NA
ENSMUSG00000108873,NA,NA,NA,NA
ENSMUSG00000108876,NA,NA,NA,NA
ENSMUSG00000108878,NA,NA,NA,NA
ENSMUSG00000108880,NA,NA,NA,NA
ENSMUSG00000108883,NA,NA,NA,NA
ENSMUSG00000108884,NA,NA,NA,NA
ENSMUSG00000108885,73796,4930402F11Rik,NA,NA
ENSMUSG00000108886,NA,NA,NA,NA
ENSMUSG00000108888,NA,NA,NA,NA
ENSMUSG00000108889,NA,NA,NA,NA
ENSMUSG00000108890,NA,NA,NA,NA
ENSMUSG00000108891,NA,NA,NA,NA
ENSMUSG00000108892,669301,Gm9449,NA,NA
ENSMUSG00000108893,NA,NA,NA,NA
ENSMUSG00000108896,NA,NA,NA,NA
ENSMUSG00000108897,NA,NA,NA,NA
ENSMUSG00000108899,NA,NA,NA,NA
ENSMUSG00000108900,619297,Ccdc194,NA,NA
ENSMUSG00000108902,668815,Gm9377,NA,NA
ENSMUSG00000108903,NA,NA,NA,NA
ENSMUSG00000108904,NA,NA,NA,NA
ENSMUSG00000108905,NA,NA,NA,NA
ENSMUSG00000108906,NA,NA,NA,NA
ENSMUSG00000108908,NA,NA,NA,NA
ENSMUSG00000108909,668811,Gm9373,NA,NA
ENSMUSG00000108910,NA,NA,NA,NA
ENSMUSG00000108911,NA,NA,NA,NA
ENSMUSG00000108912,NA,NA,NA,NA
ENSMUSG00000108915,NA,NA,NA,NA
ENSMUSG00000108917,NA,NA,NA,NA
ENSMUSG00000108918,NA,NA,NA,NA
ENSMUSG00000108919,258398,Or4k45,NA,NA
ENSMUSG00000108920,NA,NA,NA,NA
ENSMUSG00000108921,100042871,Gm4083,NA,NA
ENSMUSG00000108923,NA,NA,NA,NA
ENSMUSG00000108924,71244,4933436H12Rik,NA,NA
ENSMUSG00000108926,NA,NA,NA,NA
ENSMUSG00000108929,668310,Cc2d2b,NA,NA
ENSMUSG00000108930,NA,NA,NA,NA
ENSMUSG00000108931,258379,Or4g17,NA,NA
ENSMUSG00000108932,102633702,Gm31463,NA,NA
ENSMUSG00000108934,NA,NA,NA,NA
ENSMUSG00000108935,NA,NA,NA,NA
ENSMUSG00000108939,258162,Or5p74-ps1,NA,NA
ENSMUSG00000108940,NA,NA,NA,NA
ENSMUSG00000108942,NA,NA,NA,NA
ENSMUSG00000108943,NA,NA,NA,NA
ENSMUSG00000108948,258591,Or2ag13,NA,NA
ENSMUSG00000108949,NA,NA,NA,NA
ENSMUSG00000108950,NA,NA,NA,NA
ENSMUSG00000108952,NA,NA,NA,NA
ENSMUSG00000108953,NA,NA,NA,NA
ENSMUSG00000108954,NA,NA,NA,NA
ENSMUSG00000108955,NA,NA,NA,NA
ENSMUSG00000108956,NA,NA,NA,NA
ENSMUSG00000108957,NA,NA,NA,NA
ENSMUSG00000108959,NA,NA,NA,NA
ENSMUSG00000108961,NA,NA,NA,NA
ENSMUSG00000108963,434186,Gm16478,NA,NA
ENSMUSG00000108964,100417417,Gm18600,NA,NA
ENSMUSG00000108968,NA,NA,NA,NA
ENSMUSG00000108969,NA,NA,NA,NA
ENSMUSG00000108971,100416710,Gm18210,NA,NA
ENSMUSG00000108973,NA,NA,NA,NA
ENSMUSG00000108975,675957,Mlnr-ps,NA,NA
ENSMUSG00000108976,101056205,Gm29797,NA,NA
ENSMUSG00000108977,NA,NA,NA,NA
ENSMUSG00000108978,NA,NA,NA,NA
ENSMUSG00000108979,NA,NA,NA,NA
ENSMUSG00000108980,NA,NA,NA,NA
ENSMUSG00000108981,NA,NA,NA,NA
ENSMUSG00000108983,NA,NA,NA,NA
ENSMUSG00000108984,NA,NA,NA,NA
ENSMUSG00000108985,NA,NA,NA,NA
ENSMUSG00000108986,102634490,Gm32061,NA,NA
ENSMUSG00000108987,NA,NA,NA,NA
ENSMUSG00000108989,NA,NA,NA,NA
ENSMUSG00000108991,NA,NA,NA,NA
ENSMUSG00000108992,100418239,Gm19092,NA,NA
ENSMUSG00000108993,NA,NA,NA,NA
ENSMUSG00000108994,102633966,Gm31663,NA,NA
ENSMUSG00000109001,NA,NA,NA,NA
ENSMUSG00000109002,NA,NA,NA,NA
ENSMUSG00000109003,102639780,Gm36011,NA,NA
ENSMUSG00000109004,NA,NA,NA,NA
ENSMUSG00000109005,NA,NA,NA,NA
ENSMUSG00000109006,NA,NA,NA,NA
ENSMUSG00000109007,NA,NA,NA,NA
ENSMUSG00000109008,NA,NA,NA,NA
ENSMUSG00000109009,NA,NA,NA,NA
ENSMUSG00000109010,NA,NA,NA,NA
ENSMUSG00000109013,NA,NA,NA,NA
ENSMUSG00000109015,NA,NA,NA,NA
ENSMUSG00000109016,NA,NA,NA,NA
ENSMUSG00000109017,NA,NA,NA,NA
ENSMUSG00000109018,NA,NA,NA,NA
ENSMUSG00000109021,NA,NA,NA,NA
ENSMUSG00000109022,257961,Or5bb10,NA,NA
ENSMUSG00000109025,NA,NA,NA,NA
ENSMUSG00000109027,NA,NA,NA,NA
ENSMUSG00000109028,NA,NA,NA,NA
ENSMUSG00000109029,NA,NA,NA,NA
ENSMUSG00000109030,404514,Olfr1421-ps1,NA,NA
ENSMUSG00000109031,NA,NA,NA,NA
ENSMUSG00000109032,666190,Gm7972,NA,NA
ENSMUSG00000109033,NA,NA,NA,NA
ENSMUSG00000109035,NA,NA,NA,NA
ENSMUSG00000109036,NA,NA,NA,NA
ENSMUSG00000109037,NA,NA,NA,NA
ENSMUSG00000109038,NA,NA,NA,NA
ENSMUSG00000109039,NA,NA,NA,NA
ENSMUSG00000109040,NA,NA,NA,NA
ENSMUSG00000109044,NA,NA,NA,NA
ENSMUSG00000109045,NA,NA,NA,NA
ENSMUSG00000109046,NA,NA,NA,NA
ENSMUSG00000109049,NA,NA,NA,NA
ENSMUSG00000109050,NA,NA,NA,NA
ENSMUSG00000109051,NA,NA,NA,NA
ENSMUSG00000109052,NA,NA,NA,NA
ENSMUSG00000109054,NA,NA,NA,NA
ENSMUSG00000109055,NA,NA,NA,NA
ENSMUSG00000109056,NA,NA,NA,NA
ENSMUSG00000109057,NA,NA,NA,NA
ENSMUSG00000109058,259034,Or2ag1,OR2AG1,144125
ENSMUSG00000109059,668779,Gm9354,NA,NA
ENSMUSG00000109062,NA,NA,NA,NA
ENSMUSG00000109064,105243117,Gm39128,NA,NA
ENSMUSG00000109067,NA,NA,NA,NA
ENSMUSG00000109068,NA,NA,NA,NA
ENSMUSG00000109069,100040360,Gm2734,NA,NA
ENSMUSG00000109071,NA,NA,NA,NA
ENSMUSG00000109073,NA,NA,NA,NA
ENSMUSG00000109074,115486466,Gm45162,NA,NA
ENSMUSG00000109076,NA,NA,NA,NA
ENSMUSG00000109077,666783,Gm8285,NA,NA
ENSMUSG00000109079,NA,NA,NA,NA
ENSMUSG00000109080,NA,NA,NA,NA
ENSMUSG00000109081,NA,NA,NA,NA
ENSMUSG00000109082,NA,NA,NA,NA
ENSMUSG00000109083,NA,NA,NA,NA
ENSMUSG00000109084,NA,NA,NA,NA
ENSMUSG00000109086,NA,NA,NA,NA
ENSMUSG00000109088,NA,NA,NA,NA
ENSMUSG00000109089,71624,4833411C07Rik,NA,NA
ENSMUSG00000109090,NA,NA,NA,NA
ENSMUSG00000109091,120623199,Gm44827,NA,NA
ENSMUSG00000109093,105243043,Gm39079,NA,NA
ENSMUSG00000109094,NA,NA,NA,NA
ENSMUSG00000109095,NA,NA,NA,NA
ENSMUSG00000109096,NA,NA,NA,NA
ENSMUSG00000109097,624549,Gm29683,NA,NA
ENSMUSG00000109099,100504123,Gm20074,NA,NA
ENSMUSG00000109101,NA,NA,NA,NA
ENSMUSG00000109102,NA,NA,NA,NA
ENSMUSG00000109104,NA,NA,NA,NA
ENSMUSG00000109105,NA,NA,NA,NA
ENSMUSG00000109106,71285,4933430H16Rik,NA,NA
ENSMUSG00000109108,NA,NA,NA,NA
ENSMUSG00000109109,NA,NA,NA,NA
ENSMUSG00000109110,NA,NA,NA,NA
ENSMUSG00000109111,NA,NA,NA,NA
ENSMUSG00000109112,115487801,Gm44544,NA,NA
ENSMUSG00000109113,NA,NA,NA,NA
ENSMUSG00000109114,NA,NA,NA,NA
ENSMUSG00000109115,NA,NA,NA,NA
ENSMUSG00000109116,20958,Sycp1-ps1,NA,NA
ENSMUSG00000109117,100417089,Gm18393,NA,NA
ENSMUSG00000109118,NA,NA,NA,NA
ENSMUSG00000109119,NA,NA,NA,NA
ENSMUSG00000109121,NA,NA,NA,NA
ENSMUSG00000109122,NA,NA,NA,NA
ENSMUSG00000109123,NA,NA,NA,NA
ENSMUSG00000109124,NA,NA,NA,NA
ENSMUSG00000109125,NA,NA,NA,NA
ENSMUSG00000109127,102633271,Gm31135,NA,NA
ENSMUSG00000109128,NA,NA,NA,NA
ENSMUSG00000109130,NA,NA,NA,NA
ENSMUSG00000109131,NA,NA,NA,NA
ENSMUSG00000109132,NA,NA,NA,NA
ENSMUSG00000109133,NA,NA,NA,NA
ENSMUSG00000109134,NA,NA,NA,NA
ENSMUSG00000109136,NA,NA,NA,NA
ENSMUSG00000109137,NA,NA,NA,NA
ENSMUSG00000109139,NA,NA,NA,NA
ENSMUSG00000109140,NA,NA,NA,NA
ENSMUSG00000109141,NA,NA,NA,NA
ENSMUSG00000109145,434205,Gm20744,NA,NA
ENSMUSG00000109149,NA,NA,NA,NA
ENSMUSG00000109150,NA,NA,NA,NA
ENSMUSG00000109151,NA,NA,NA,NA
ENSMUSG00000109153,NA,NA,NA,NA
ENSMUSG00000109154,NA,NA,NA,NA
ENSMUSG00000109155,100417676,Gm18757,NA,NA
ENSMUSG00000109156,83556,Tex16,NA,NA
ENSMUSG00000109157,NA,NA,NA,NA
ENSMUSG00000109160,102634128,4930598N05Rik,NA,NA
ENSMUSG00000109161,NA,NA,NA,NA
ENSMUSG00000109162,NA,NA,NA,NA
ENSMUSG00000109163,NA,NA,NA,NA
ENSMUSG00000109165,NA,NA,NA,NA
ENSMUSG00000109167,NA,NA,NA,NA
ENSMUSG00000109168,NA,NA,NA,NA
ENSMUSG00000109170,NA,NA,NA,NA
ENSMUSG00000109171,NA,NA,NA,NA
ENSMUSG00000109175,NA,NA,NA,NA
ENSMUSG00000109177,NA,NA,NA,NA
ENSMUSG00000109179,102638882,Wdr97,NA,NA
ENSMUSG00000109181,100417643,Gm5605,NA,NA
ENSMUSG00000109183,NA,NA,NA,NA
ENSMUSG00000109185,100416809,Gm18268,NA,NA
ENSMUSG00000109186,102638204,Gm34821,NA,NA
ENSMUSG00000109189,404517,Or5aa2-ps1,NA,NA
ENSMUSG00000109190,NA,NA,NA,NA
ENSMUSG00000109191,NA,NA,NA,NA
ENSMUSG00000109192,NA,NA,NA,NA
ENSMUSG00000109193,NA,NA,NA,NA
ENSMUSG00000109194,NA,NA,NA,NA
ENSMUSG00000109195,NA,NA,NA,NA
ENSMUSG00000109196,NA,NA,NA,NA
ENSMUSG00000109198,NA,NA,NA,NA
ENSMUSG00000109199,NA,NA,NA,NA
ENSMUSG00000109200,NA,NA,NA,NA
ENSMUSG00000109202,100534346,Gm21037,NA,NA
ENSMUSG00000109203,NA,NA,NA,NA
ENSMUSG00000109205,NA,NA,NA,NA
ENSMUSG00000109206,NA,NA,NA,NA
ENSMUSG00000109209,NA,NA,NA,NA
ENSMUSG00000109212,258892,Or14j5,NA,NA
ENSMUSG00000109214,NA,NA,NA,NA
ENSMUSG00000109215,74688,4930453L07Rik,NA,NA
ENSMUSG00000109216,NA,NA,NA,NA
ENSMUSG00000109217,NA,NA,NA,NA
ENSMUSG00000109222,NA,NA,NA,NA
ENSMUSG00000109225,NA,NA,NA,NA
ENSMUSG00000109226,NA,NA,NA,NA
ENSMUSG00000109228,238726,Fam81b,FAM81B,153643
ENSMUSG00000109231,NA,NA,NA,NA
ENSMUSG00000109232,NA,NA,NA,NA
ENSMUSG00000109233,NA,NA,NA,NA
ENSMUSG00000109235,NA,NA,NA,NA
ENSMUSG00000109236,NA,NA,NA,NA
ENSMUSG00000109237,NA,NA,NA,NA
ENSMUSG00000109238,102638514,Tex51,NA,NA
ENSMUSG00000109239,NA,NA,NA,NA
ENSMUSG00000109241,664977,Gm7434,NA,NA
ENSMUSG00000109242,NA,NA,NA,NA
ENSMUSG00000109243,NA,NA,NA,NA
ENSMUSG00000109244,NA,NA,NA,NA
ENSMUSG00000109245,NA,NA,NA,NA
ENSMUSG00000109246,404417,Or6i1-ps1,NA,NA
ENSMUSG00000109248,NA,NA,NA,NA
ENSMUSG00000109249,NA,NA,NA,NA
ENSMUSG00000109250,269980,Gm5053,NA,NA
ENSMUSG00000109251,414103,E230032D23Rik,NA,NA
ENSMUSG00000109253,NA,NA,NA,NA
ENSMUSG00000109254,NA,NA,NA,NA
ENSMUSG00000109255,664922,Gm7407,NA,NA
ENSMUSG00000109256,NA,NA,NA,NA
ENSMUSG00000109257,NA,NA,NA,NA
ENSMUSG00000109261,NA,NA,NA,NA
ENSMUSG00000109262,NA,NA,NA,NA
ENSMUSG00000109266,623409,Gm6426,NA,NA
ENSMUSG00000109268,NA,NA,NA,NA
ENSMUSG00000109270,100043682,Gm10584,NA,NA
ENSMUSG00000109271,105243118,Gm39129,NA,NA
ENSMUSG00000109274,NA,NA,NA,NA
ENSMUSG00000109275,100418394,Gm19182,NA,NA
ENSMUSG00000109277,105243109,Gm39121,NA,NA
ENSMUSG00000109278,NA,NA,NA,NA
ENSMUSG00000109279,NA,NA,NA,NA
ENSMUSG00000109280,NA,NA,NA,NA
ENSMUSG00000109281,NA,NA,NA,NA
ENSMUSG00000109282,NA,NA,NA,NA
ENSMUSG00000109284,381914,B230311B06Rik,NA,NA
ENSMUSG00000109286,NA,NA,NA,NA
ENSMUSG00000109290,NA,NA,NA,NA
ENSMUSG00000109291,100040507,Gm2814,NA,NA
ENSMUSG00000109293,329702,Dcst2,DCST2,127579
ENSMUSG00000109294,NA,NA,NA,NA
ENSMUSG00000109295,436026,Gm5739,NA,NA
ENSMUSG00000109297,NA,NA,NA,NA
ENSMUSG00000109298,NA,NA,NA,NA
ENSMUSG00000109299,NA,NA,NA,NA
ENSMUSG00000109301,NA,NA,NA,NA
ENSMUSG00000109302,NA,NA,NA,NA
ENSMUSG00000109303,NA,NA,NA,NA
ENSMUSG00000109304,NA,NA,NA,NA
ENSMUSG00000109305,100040049,Smim38,NA,NA
ENSMUSG00000109307,NA,NA,NA,NA
ENSMUSG00000109308,NA,NA,NA,NA
ENSMUSG00000109310,NA,NA,NA,NA
ENSMUSG00000109311,101521,AI314278,NA,NA
ENSMUSG00000109312,NA,NA,NA,NA
ENSMUSG00000109313,NA,NA,NA,NA
ENSMUSG00000109314,NA,NA,NA,NA
ENSMUSG00000109315,NA,NA,NA,NA
ENSMUSG00000109316,NA,NA,NA,NA
ENSMUSG00000109317,NA,NA,NA,NA
ENSMUSG00000109320,NA,NA,NA,NA
ENSMUSG00000109321,320026,A330076H08Rik,NA,NA
ENSMUSG00000109322,228443,Or4k77,NA,NA
ENSMUSG00000109323,NA,NA,NA,NA
ENSMUSG00000109324,15469,Prmt1,PRMT1,3276
ENSMUSG00000109325,NA,NA,NA,NA
ENSMUSG00000109326,668429,Gm9165,NA,NA
ENSMUSG00000109327,NA,NA,NA,NA
ENSMUSG00000109328,NA,NA,NA,NA
ENSMUSG00000109329,NA,NA,NA,NA
ENSMUSG00000109330,NA,NA,NA,NA
ENSMUSG00000109331,105247274,Gm42402,NA,NA
ENSMUSG00000109332,NA,NA,NA,NA
ENSMUSG00000109333,102632814,Gm30790,NA,NA
ENSMUSG00000109334,NA,NA,NA,NA
ENSMUSG00000109336,233033,Samd4b,SAMD4B,55095
ENSMUSG00000109337,NA,NA,NA,NA
ENSMUSG00000109338,NA,NA,NA,NA
ENSMUSG00000109341,NA,NA,NA,NA
ENSMUSG00000109342,NA,NA,NA,NA
ENSMUSG00000109344,NA,NA,NA,NA
ENSMUSG00000109346,NA,NA,NA,NA
ENSMUSG00000109351,NA,NA,NA,NA
ENSMUSG00000109352,100416794,Gm18256,NA,NA
ENSMUSG00000109353,NA,NA,NA,NA
ENSMUSG00000109354,258350,Or2ag2,NA,NA
ENSMUSG00000109355,NA,NA,NA,NA
ENSMUSG00000109356,NA,NA,NA,NA
ENSMUSG00000109357,NA,NA,NA,NA
ENSMUSG00000109358,NA,NA,NA,NA
ENSMUSG00000109359,NA,NA,NA,NA
ENSMUSG00000109361,NA,NA,NA,NA
ENSMUSG00000109362,NA,NA,NA,NA
ENSMUSG00000109363,NA,NA,NA,NA
ENSMUSG00000109364,NA,NA,NA,NA
ENSMUSG00000109365,404416,Or2ag14-ps1,NA,NA
ENSMUSG00000109366,NA,NA,NA,NA
ENSMUSG00000109368,NA,NA,NA,NA
ENSMUSG00000109369,209786,Vmn2r-ps88,NA,NA
ENSMUSG00000109370,NA,NA,NA,NA
ENSMUSG00000109371,NA,NA,NA,NA
ENSMUSG00000109372,100502846,Gm19410,NA,NA
ENSMUSG00000109374,NA,NA,NA,NA
ENSMUSG00000109377,664905,Gm7397,NA,NA
ENSMUSG00000109378,NA,NA,NA,NA
ENSMUSG00000109379,NA,NA,NA,NA
ENSMUSG00000109381,NA,NA,NA,NA
ENSMUSG00000109382,75845,4930567K12Rik,NA,NA
ENSMUSG00000109383,NA,NA,NA,NA
ENSMUSG00000109384,100416129,Gm17931,NA,NA
ENSMUSG00000109385,NA,NA,NA,NA
ENSMUSG00000109387,NA,NA,NA,NA
ENSMUSG00000109389,258199,Or4k50-ps1,NA,NA
ENSMUSG00000109390,NA,NA,NA,NA
ENSMUSG00000109392,436008,Sdr42e2,NA,NA
ENSMUSG00000109393,NA,NA,NA,NA
ENSMUSG00000109394,319893,A230057D06Rik,NA,NA
ENSMUSG00000109395,NA,NA,NA,NA
ENSMUSG00000109397,NA,NA,NA,NA
ENSMUSG00000109398,100416477,Zfp582,NA,NA
ENSMUSG00000109399,NA,NA,NA,NA
ENSMUSG00000109400,NA,NA,NA,NA
ENSMUSG00000109401,NA,NA,NA,NA
ENSMUSG00000109402,NA,NA,NA,NA
ENSMUSG00000109403,258271,Or4f58,NA,NA
ENSMUSG00000109404,NA,NA,NA,NA
ENSMUSG00000109407,102637987,Gm34664,NA,NA
ENSMUSG00000109408,78439,A930037H05Rik,NA,NA
ENSMUSG00000109412,NA,NA,NA,NA
ENSMUSG00000109413,NA,NA,NA,NA
ENSMUSG00000109414,75073,4930505K13Rik,NA,NA
ENSMUSG00000109416,NA,NA,NA,NA
ENSMUSG00000109417,NA,NA,NA,NA
ENSMUSG00000109418,NA,NA,NA,NA
ENSMUSG00000109419,NA,NA,NA,NA
ENSMUSG00000109420,NA,NA,NA,NA
ENSMUSG00000109421,NA,NA,NA,NA
ENSMUSG00000109422,NA,NA,NA,NA
ENSMUSG00000109424,NA,NA,NA,NA
ENSMUSG00000109425,100417232,Gm18471,NA,NA
ENSMUSG00000109427,NA,NA,NA,NA
ENSMUSG00000109428,NA,NA,NA,NA
ENSMUSG00000109429,NA,NA,NA,NA
ENSMUSG00000109430,NA,NA,NA,NA
ENSMUSG00000109431,NA,NA,NA,NA
ENSMUSG00000109432,NA,NA,NA,NA
ENSMUSG00000109434,NA,NA,NA,NA
ENSMUSG00000109435,631577,Gm7067,NA,NA
ENSMUSG00000109436,NA,NA,NA,NA
ENSMUSG00000109437,NA,NA,NA,NA
ENSMUSG00000109438,NA,NA,NA,NA
ENSMUSG00000109441,NA,NA,NA,NA
ENSMUSG00000109445,NA,NA,NA,NA
ENSMUSG00000109446,NA,NA,NA,NA
ENSMUSG00000109448,NA,NA,NA,NA
ENSMUSG00000109449,258910,Or4k36,NA,NA
ENSMUSG00000109450,105242985,Gm39043,NA,NA
ENSMUSG00000109451,100416479,Gm18129,NA,NA
ENSMUSG00000109452,NA,NA,NA,NA
ENSMUSG00000109453,NA,NA,NA,NA
ENSMUSG00000109455,NA,NA,NA,NA
ENSMUSG00000109456,NA,NA,NA,NA
ENSMUSG00000109458,NA,NA,NA,NA
ENSMUSG00000109459,NA,NA,NA,NA
ENSMUSG00000109460,NA,NA,NA,NA
ENSMUSG00000109461,NA,NA,NA,NA
ENSMUSG00000109462,NA,NA,NA,NA
ENSMUSG00000109464,NA,NA,NA,NA
ENSMUSG00000109465,100418144,Gm19032,NA,NA
ENSMUSG00000109466,665328,Gm7587,NA,NA
ENSMUSG00000109468,NA,NA,NA,NA
ENSMUSG00000109471,100418299,Gm19127,NA,NA
ENSMUSG00000109472,100418007,Gm18943,NA,NA
ENSMUSG00000109473,320014,B930025P03Rik,NA,NA
ENSMUSG00000109477,100416896,Gm18306,NA,NA
ENSMUSG00000109478,NA,NA,NA,NA
ENSMUSG00000109479,NA,NA,NA,NA
ENSMUSG00000109480,NA,NA,NA,NA
ENSMUSG00000109481,NA,NA,NA,NA
ENSMUSG00000109482,NA,NA,NA,NA
ENSMUSG00000109485,NA,NA,NA,NA
ENSMUSG00000109487,258888,Or4k48,NA,NA
ENSMUSG00000109488,NA,NA,NA,NA
ENSMUSG00000109489,NA,NA,NA,NA
ENSMUSG00000109491,NA,NA,NA,NA
ENSMUSG00000109492,102636953,Gm33882,NA,NA
ENSMUSG00000109495,NA,NA,NA,NA
ENSMUSG00000109498,NA,NA,NA,NA
ENSMUSG00000109500,NA,NA,NA,NA
ENSMUSG00000109501,NA,NA,NA,NA
ENSMUSG00000109503,NA,NA,NA,NA
ENSMUSG00000109505,NA,NA,NA,NA
ENSMUSG00000109506,NA,NA,NA,NA
ENSMUSG00000109507,100417360,Gm18559,NA,NA
ENSMUSG00000109508,NA,NA,NA,NA
ENSMUSG00000109509,NA,NA,NA,NA
ENSMUSG00000109511,18226,Nup62,NUP62,23636
ENSMUSG00000109512,NA,NA,NA,NA
ENSMUSG00000109513,NA,NA,NA,NA
ENSMUSG00000109514,NA,NA,NA,NA
ENSMUSG00000109515,NA,NA,NA,NA
ENSMUSG00000109517,NA,NA,NA,NA
ENSMUSG00000109518,NA,NA,NA,NA
ENSMUSG00000109519,100417751,Gm18806,NA,NA
ENSMUSG00000109520,NA,NA,NA,NA
ENSMUSG00000109524,NA,NA,NA,NA
ENSMUSG00000109525,100418238,Gm19091,NA,NA
ENSMUSG00000109528,258439,Or4f15,OR4F15,390649
ENSMUSG00000109529,NA,NA,NA,NA
ENSMUSG00000109530,NA,NA,NA,NA
ENSMUSG00000109532,NA,NA,NA,NA
ENSMUSG00000109534,NA,NA,NA,NA
ENSMUSG00000109536,NA,NA,NA,NA
ENSMUSG00000109537,NA,NA,NA,NA
ENSMUSG00000109539,NA,NA,NA,NA
ENSMUSG00000109541,NA,NA,NA,NA
ENSMUSG00000109542,258417,Or5p51,NA,NA
ENSMUSG00000109543,NA,NA,NA,NA
ENSMUSG00000109545,NA,NA,NA,NA
ENSMUSG00000109547,258887,Or4k44,NA,NA
ENSMUSG00000109548,NA,NA,NA,NA
ENSMUSG00000109549,NA,NA,NA,NA
ENSMUSG00000109550,NA,NA,NA,NA
ENSMUSG00000109551,NA,NA,NA,NA
ENSMUSG00000109552,NA,NA,NA,NA
ENSMUSG00000109555,NA,NA,NA,NA
ENSMUSG00000109556,NA,NA,NA,NA
ENSMUSG00000109559,NA,NA,NA,NA
ENSMUSG00000109560,667112,Gm8463,NA,NA
ENSMUSG00000109561,625662,Ankrd31,ANKRD31,256006
ENSMUSG00000109562,NA,NA,NA,NA
ENSMUSG00000109564,73732,Muc16,NA,NA
ENSMUSG00000109565,NA,NA,NA,NA
ENSMUSG00000109566,NA,NA,NA,NA
ENSMUSG00000109568,NA,NA,NA,NA
ENSMUSG00000109570,NA,NA,NA,NA
ENSMUSG00000109572,100862066,Cfap99,RP11-503N18.1,402160
ENSMUSG00000109574,NA,NA,NA,NA
ENSMUSG00000109575,NA,NA,NA,NA
ENSMUSG00000109576,NA,NA,NA,NA
ENSMUSG00000109580,666746,Gm8268,NA,NA
ENSMUSG00000109581,100418241,Gm19094,NA,NA
ENSMUSG00000109582,NA,NA,NA,NA
